id,verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link
12685,4,Donna Brazile,"""Over the last four years, 53 percent of black wealth has just disappeared.""",8/21/2011,speech,Angie Drobnic Holan,8/24/2011,https://www.politifact.com/factchecks/2011/aug/24/donna-brazile/brazile-said-53-percent-black-wealth-has-disappear/
12686,3,Facebook posts,"Social media posts claim the U.S. Postal Service ""says you should give mail in ballots at least 14 days roundtrip. So, if you plan to vote by mail, election day isn’t November 3. It’s October 20th.""",7/24/2020,social_media,Chris Nichols,7/28/2020,https://www.politifact.com/factchecks/2020/jul/28/facebook-posts/how-early-should-you-send-your-mail-ballot-make-su/
12687,0,Facebook posts,"""Pope Francis is dead.""",4/20/2021,social_media,Ciara O'Rourke,4/23/2021,https://www.politifact.com/factchecks/2021/apr/23/facebook-posts/no-pope-francis-not-dead/
12688,3,Bill Nelson,"""Violent crime in Puerto Rico is on the rise as nearly one-third of the island remains without power.""",2/2/2018,social_media,Allison Graves,2/7/2018,https://www.politifact.com/factchecks/2018/feb/07/bill-nelson/fact-checking-statistics-about-puerto-ricos-storm-/
12689,0,David Perdue,"""Michelle Nunn’s own plan says she funded organizations linked to terrorists.""",9/17/2014,advertisement,April Hunt,9/26/2014,https://www.politifact.com/factchecks/2014/sep/26/david-perdue/perdues-attempt-tar-nunn-terrorist-link-fails/
12690,3,Nancy Pelosi,"""This year, we have added an average of 200,000 jobs per month, a majority in the private sector, a stark contrast to the Bush Administration record of losing an average of nearly 750,000 jobs per month in its last three months.""",6/4/2010,news,Louis Jacobson,6/4/2010,https://www.politifact.com/factchecks/2010/jun/04/nancy-pelosi/pelosi-touts-democratic-record-job-creation/
12691,1,Viral image,"In-N-Out cups say ""F--- Joe Biden.""",10/24/2021,social_media,Ciara O'Rourke,10/29/2021,https://www.politifact.com/factchecks/2021/oct/29/viral-image/photo-n-out-cup-altered-insult-joe-biden/
12692,1,Instagram posts,"""Canadian Prime Minister Justin Trudeau pays mainstream media $600 million to report in favor of him.""",2/2/2022,social_media,Ciara O'Rourke,2/3/2022,https://www.politifact.com/factchecks/2022/feb/03/instagram-posts/justin-trudeau-was-joking-when-he-suggested-he-bri/
12693,0,Donald Trump,"The unemployment rate may be as high as ""42 percent.""",9/28/2015,news,Louis Jacobson,9/30/2015,https://www.politifact.com/factchecks/2015/sep/30/donald-trump/donald-trump-says-unemployment-rate-may-be-42-perc/
12694,2,Republican Party of Florida,Health insurance costs for Floridians are up 30 percent or more.,9/23/2014,advertisement,Amy Sherman,9/29/2014,https://www.politifact.com/factchecks/2014/sep/29/republican-party-florida/health-insurance-costs-are-skyrocketing-under-obam/
12695,2,Bloggers,"Says George Washington said, ""A free people ought not only be armed and disciplined. But they should have sufficient arms and ammunition to maintain a status of independence from any who might attempt to abuse them. Which would include their own government.""",12/13/2018,social_media,Miriam Valverde,12/18/2018,https://www.politifact.com/factchecks/2018/dec/18/blog-posting/meme-misrepresents-george-washington-quote-about-a/
12696,1,Joe Biden,"""They eliminated the funding for community policing.""",10/15/2020,television,Louis Jacobson,10/15/2020,https://www.politifact.com/factchecks/2020/oct/16/joe-biden/joe-biden-wrong-say-cops-funding-has-been-eliminat/
12697,3,Lindsey Graham,"""We’re one of the seven nations in the world that allow abortion on demand at 20 weeks.""",5/8/2022,news,Jon Greenberg,5/13/2022,https://www.politifact.com/factchecks/2022/may/13/lindsey-graham/fact-checking-lindsey-graham-us-allowing-abortions/
12698,5,Priorities USA Action,"Says President Trump said coronavirus testing makes the U.S. look bad, ""so I said to my people, ‘Slow the testing down.’""",6/22/2020,advertisement,Eric Litke,6/24/2020,https://www.politifact.com/factchecks/2020/jun/24/priorities-usa-action/trump-positive-coronavirus-tests-slowdown-look-bad/
12699,3,Ron Paul,"Rick Perry ""was the (campaign) chairman for Al Gore at one time, not too many years ago.""",8/10/2011,campaign,W. Gardner Selby,9/7/2011,https://www.politifact.com/factchecks/2011/sep/07/ron-paul/ron-paul-says-rick-perry-was-al-gores-campaign-cha/
12700,4,Donald Trump,"""In New Hampshire, I spent $3 million. Jeb Bush spent $44 million. He came in five, and I came in number one.""",2/13/2016,speech,Nick Reid,2/18/2016,https://www.politifact.com/factchecks/2016/feb/19/donald-trump/donald-trump-compares-his-spending-and-new-hampshi/
12701,4,Robin Vos,"""The nine-day deer hunt contributes more than $1.3 billion in revenue to the state of Wisconsin.""",11/22/2013,social_media,Dave Umhoefer,12/4/2013,https://www.politifact.com/factchecks/2013/dec/04/robin-vos/vos-says-nine-day-deer-hunt-has-13-billion-impact/
12702,1,Hillary Clinton,"""The Clean Power Plan is something that Sen. Sanders has said he would delay implementing.""",3/9/2016,speech,Linda Qiu,3/10/2016,https://www.politifact.com/factchecks/2016/mar/10/hillary-clinton/hillary-clinton-says-bernie-sanders-wants-delay-cl/
12703,2,Joe Biden,"People vaccinated for COVID-19 ""do not spread the disease to anyone else.""",12/14/2021,news,Amy Sherman,12/22/2021,https://www.politifact.com/factchecks/2021/dec/22/joe-biden/biden-says-vaccinated-people-cant-spread-covid-19-/
12704,3,Joe Biden,"Says McCain ""supported George Bush's policies 95 percent of the time.""",8/23/2008,speech,Bill Adair,8/23/2008,https://www.politifact.com/factchecks/2008/aug/23/joe-biden/cherry-picking-mccains-record/
12705,2,Ted Cruz,"Says Beto O’Rourke described police as ""modern-day Jim Crow.""",9/21/2018,speech,W. Gardner Selby,9/25/2018,https://www.politifact.com/factchecks/2018/sep/25/ted-cruz/ted-cruz-simplifies-saying-beto-orourke-called-pol/
12706,1,Ted Cruz,"""Mike Morell testified and told Congress that the reason Obama has not bombed ISIS' oil fields is they're concerned about global warming.""",12/8/2015,news,Linda Qiu,12/14/2015,https://www.politifact.com/factchecks/2015/dec/14/ted-cruz/ted-cruz-misquotes-cia-official-makes-false-claim-/
12707,5,John McCain,"Fleeing Syria, ""a million children are now refugees.""",9/1/2013,news,Jon Greenberg,9/3/2013,https://www.politifact.com/factchecks/2013/sep/03/john-mccain/mccain-says-million-children-are-refugees-syrian-c/
12708,0,Bloggers,"Russian President Vladimir Putin ""was assassinated.""",3/19/2022,blog,Ciara O'Rourke,3/21/2022,https://www.politifact.com/factchecks/2022/mar/21/blog-posting/clickbait-headline-about-vladimir-putins-supposed-/
12709,0,Terry McAuliffe,"""I inherited the largest budget deficit in the history of the state from the Republicans.""",6/10/2021,social_media,Warren Fiske,6/15/2021,https://www.politifact.com/factchecks/2021/jun/15/terry-mcauliffe/mcauliffe-keeps-repeating-bogus-budget-claim/
12710,3,Donald Trump,"""Earnings for the bottom 10% are rising faster than earnings for the top 10%.""",1/28/2020,campaign,Jon Greenberg,2/3/2020,https://www.politifact.com/factchecks/2020/feb/03/donald-trump/earnings-bottom-rising-faster-top-mixed-data-behin/
12711,3,John McCain,"""We now have a pro-American president in France, which shows if you live long enough, anything can happen in this world.""",7/21/2008,speech,Alexander Lane,7/23/2008,https://www.politifact.com/factchecks/2008/jul/23/john-mccain/you-didnt-actually-have-to-live-that-long/
12712,2,Ron Johnson,"Gas prices are high ""due to the Democrats’ war on fossil fuels.""",3/18/2022,social_media,Laura Schulte,3/29/2022,https://www.politifact.com/factchecks/2022/mar/29/ron-johnson/no-democrats-arent-responsible-rising-gas-prices/
12713,0,Bloggers,Says a celebrity praises locals for their help after an automotive breakdown.,1/5/2017,blog,Joshua Gillin,1/6/2017,https://www.politifact.com/factchecks/2017/jan/06/blog-posting/celebrity-praise-helpful-locals-are-fake-stories-c/
12714,1,Barack Obama,"""I have not said that I was a single-payer supporter.""",8/11/2009,speech,Angie Drobnic Holan,8/12/2009,https://www.politifact.com/factchecks/2009/aug/12/barack-obama/obama-has-praised-single-payer-plans-past/
12715,5,Donald Trump,"""A shocking 20 veterans are committing suicide each and every day, especially our older veterans.""",7/11/2016,speech,Sean Gorman,7/14/2016,https://www.politifact.com/factchecks/2016/jul/14/donald-trump/donald-trump-correctly-says-20-veterans-commit-sui/
12716,2,Facebook posts,"Says House Democrats passed impeachment rules that ""do not allow any witness to be called unless the witness is approved by Adam Schiff,"" ""do not allow involvement of the President’s legal counsel"" and ""do not allow any witness to be questioned unless the question is approved by Adam Schiff.""",10/31/2019,social_media,Daniel Funke,11/11/2019,https://www.politifact.com/factchecks/2019/nov/11/facebook-posts/social-media-posts-misrepresent-house-democrats-ru/
12717,1,Rand Paul,"""The average (public school) teacher in Wisconsin’s making $89,000 a year"" in salary and benefits.",2/24/2011,news,Tom Kertscher,3/4/2011,https://www.politifact.com/factchecks/2011/mar/04/rand-paul/us-sen-rand-paul-says-average-public-school-teache/
12718,1,Viral image,"Says Bill Murray said ""Social media is training us to compare our lives ... No wonder why everyone is depressed.""",4/14/2020,social_media,Madison Czopek,4/15/2020,https://www.politifact.com/factchecks/2020/apr/15/viral-image/no-evidence-bill-murray-said-social-media-linked-d/
12719,1,Viral image,"""Biden’s teleprompter told him to ‘LEAVE NOW’ when his speech was concluded.""",8/16/2021,social_media,Ciara O'Rourke,8/18/2021,https://www.politifact.com/factchecks/2021/aug/18/viral-image/doctored-photo-bidens-teleprompter-shared-online/
12720,0,Michele Bachmann,"ACORN will be a paid partner with the Census Bureau and ""they will be in charge of going door-to-door and collecting data from the American public.""",6/17/2009,news,Robert Farley,6/26/2009,https://www.politifact.com/factchecks/2009/jun/26/michele-bachmann/michele-bachmann-claims-acorn-getting-money-work-c/
12721,2,Viral image,"""Last year alone, 10 million fell ill from TB and 1.5 million died. ... Why don’t we wear masks for TB?""",9/17/2020,social_media,Madison Czopek,9/18/2020,https://www.politifact.com/factchecks/2020/sep/18/viral-image/post-misleads-about-covid-19-using-tuberculosis-da/
12722,1,Facebook posts,"""Jacob S. Blake is a Child (16 YO Girl) Rapist.""",8/24/2020,blog,Daniel Funke,8/26/2020,https://www.politifact.com/factchecks/2020/aug/26/facebook-posts/jacob-blake-not-child-rapist/
12723,1,Facebook posts,"""All communications to families from the US Navy have been halted.""",1/21/2022,social_media,Gabrielle Settles,1/25/2022,https://www.politifact.com/factchecks/2022/jan/25/facebook-posts/claim-us-navy-halted-all-communication-between-sai/
12724,1,Sean Hannity,"In 2007, when Nancy Pelosi met with President Assad of Syria, ""nobody got upset.""",3/10/2015,speech,Lauren Carroll,3/18/2015,https://www.politifact.com/factchecks/2015/mar/18/sean-hannity/hannity-unlike-iran-letter-response-no-one-got-ups/
12725,0,Bloggers,"""Over 73% of all donations raised (from the ALS Ice Bucket Challenge) are going to fundraising, overhead, executive salaries, and external donations.""",8/28/2014,blog,Louis Jacobson,9/2/2014,https://www.politifact.com/factchecks/2014/sep/02/blog-posting/bloggers-incorrectly-blast-als-ice-bucket-challeng/
12726,5,Nathan Deal,"""One out of every three automobile fatalities can be attributed to alcohol.""",1/31/2012,advertisement,Willoughby Mariano,2/3/2012,https://www.politifact.com/factchecks/2012/feb/03/nathan-deal/deal-dui-super-bowl-ad-cites-good-statistic/
12727,3,Facebook posts,The percent of millionaires in Congress is 50% while the percent among the U.S. public is 1 percent,1/12/2020,social_media,Amy Sherman,1/22/2020,https://www.politifact.com/factchecks/2020/jan/22/facebook-posts/yes-congress-has-disproportionate-share-millionair/
12728,1,Jerry Patterson,"""We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' """,6/11/2010,speech,Meghan Ashford-Grooms,6/21/2010,https://www.politifact.com/factchecks/2010/jun/21/jerry-patterson/patterson-says-napolitano-wont-say-terrorist-attac/
12729,1,Facebook posts,"""HOUSE PASSES BILL TO PAY U.N. TO RUN LOCAL POLICE BOARDS IN 46 U.S. CITIES.""",10/4/2020,social_media,Ciara O'Rourke,10/6/2020,https://www.politifact.com/factchecks/2020/oct/06/facebook-posts/george-floyd-justice-policing-act-about-police-ref/
12730,1,Facebook posts,"Says Nancy Pelosi bought $1.5 million ""in foreign oil stock day before shut down of American line.""",2/22/2021,blog,Monique Curet,3/1/2021,https://www.politifact.com/factchecks/2021/mar/01/facebook-posts/nancy-pelosi-did-not-buy-foreign-oil-stock-executi/
12731,2,Facebook posts,"Requesting a chargeback is ""a better way to get back at"" GoFundMe.",2/6/2022,social_media,Madison Czopek,2/10/2022,https://www.politifact.com/factchecks/2022/feb/10/facebook-posts/requesting-chargeback-probably-isnt-best-way-get-b/
12732,3,Donald Trump,"""We have done more in eight months than the previous administration has done in many years"" against ISIS.",10/25/2017,news,Jon Greenberg,10/26/2017,https://www.politifact.com/factchecks/2017/oct/26/donald-trump/trump-takes-full-credit-gains-against-isis/
12733,3,Joe Biden,"The 30 percent tax rate called for under President Barack Obama’s proposed Buffett Rule ""is lower than the prescribed tax rate for millionaires already -- not just for millionaires, for people making over $200,000.""",4/12/2012,speech,Louis Jacobson,4/13/2012,https://www.politifact.com/factchecks/2012/apr/13/joe-biden/joe-biden-says-people-earning-200000-already-pay-3/
12734,0,Bloggers,If you know someone's name and date of birth you can change their votes on Oregon’s voting website.,10/18/2020,other,Amy Sherman,10/20/2020,https://www.politifact.com/factchecks/2020/oct/20/blog-posting/4chan-users-spread-false-information-about-oregons/
12735,0,Mitt Romney,"Says Barack Obama ""sold Chrysler to Italians who are going to build Jeeps in China"" at the cost of American jobs.",10/29/2012,advertisement,Jon Greenberg,10/30/2012,https://www.politifact.com/factchecks/2012/oct/30/mitt-romney/mitt-romney-obama-chrysler-sold-italians-china-ame/
12736,2,Republican Party of Texas,"""War for the soul of the TxDems: 57% of Dem incumbents for Tx House LOST their primary.""",3/10/2010,social_media,W. Gardner Selby,3/25/2010,https://www.politifact.com/factchecks/2010/mar/25/republican-party-texas/texas-gop-says-57-percent-texas-house-democrats-tu/
12737,1,Facebook posts,"""Trump has won the election with 294 electoral votes.""",11/4/2020,social_media,Ciara O'Rourke,11/4/2020,https://www.politifact.com/factchecks/2020/nov/04/facebook-posts/no-trump-hasnt-won-election-and-neither-has-biden/
